房间,窗墙比,传热系数,辐射吸收系数,房间朝向,房间面积,房间人数,温度,湿度,Co2浓度,送风温度,监测时间,air volume
ROOM2,0.65,0.53,0.56,东北,60.3,0,31.4,58,454,24,2024-07-17 02:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,31.6,58,449,24,2024-07-17 04:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,31.6,57,450,24,2024-07-17 04:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,31.7,56,448,24,2024-07-17 06:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,31.8,57,449,24,2024-07-17 06:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,32.5,56,446,24,2024-07-17 08:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,3,30.1,45,447,24,2024-07-17 10:00:00,633
ROOM2,0.65,0.53,0.56,东北,60.3,5,29.1,47,440,24,2024-07-17 11:00:00,631
ROOM2,0.65,0.53,0.56,东北,60.3,4,28.6,48,435,24,2024-07-17 12:00:00,636
ROOM2,0.65,0.53,0.56,东北,60.3,7,28.3,49,430,24,2024-07-17 12:30:00,627
ROOM2,0.65,0.53,0.56,东北,60.3,2,27.5,48,421,24,2024-07-17 14:00:00,624
ROOM2,0.65,0.53,0.56,东北,60.3,4,27.7,48,434,24,2024-07-17 14:30:00,634
ROOM2,0.65,0.53,0.56,东北,60.3,6,27.7,47,431,24,2024-07-17 15:00:00,628
ROOM2,0.65,0.53,0.56,东北,60.3,7,27.4,47,422,24,2024-07-17 15:30:00,629
ROOM2,0.65,0.53,0.56,东北,60.3,5,27.2,48,421,24,2024-07-17 16:00:00,634
ROOM2,0.65,0.53,0.56,东北,60.3,7,26.8,49,451,24,2024-07-17 16:30:00,629
ROOM2,0.65,0.53,0.56,东北,60.3,0,28.9,49,425,24,2024-07-17 19:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,29.2,50,424,24,2024-07-17 19:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.2,50,430,24,2024-07-17 21:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.3,52,442,24,2024-07-17 22:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.4,58,441,24,2024-07-17 22:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.4,58,439,24,2024-07-17 23:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.5,58,443,24,2024-07-17 23:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.6,58,448,24,2024-07-18 00:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.7,58,443,24,2024-07-18 01:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.8,58,437,24,2024-07-18 01:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.9,59,441,24,2024-07-18 02:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,31,59,440,24,2024-07-18 03:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,31.1,58,440,24,2024-07-18 04:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,31.2,59,434,24,2024-07-18 05:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,31.3,59,436,24,2024-07-18 05:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,31.3,58,431,24,2024-07-18 06:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,31.6,57,431,24,2024-07-18 07:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,31.7,59,435,24,2024-07-18 07:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,7,32.1,57,436,24,2024-07-18 08:30:00,631
ROOM2,0.65,0.53,0.56,东北,60.3,3,30.6,50,427,24,2024-07-18 09:00:00,629
ROOM2,0.65,0.53,0.56,东北,60.3,3,30.1,46,434,24,2024-07-18 09:30:00,627
ROOM2,0.65,0.53,0.56,东北,60.3,5,28,49,429,24,2024-07-18 12:00:00,628
ROOM2,0.65,0.53,0.56,东北,60.3,6,27.3,51,428,24,2024-07-18 12:30:00,631
ROOM2,0.65,0.53,0.56,东北,60.3,2,26.7,50,425,24,2024-07-18 13:30:00,633
ROOM2,0.65,0.53,0.56,东北,60.3,5,26.4,50,421,24,2024-07-18 14:00:00,636
ROOM2,0.65,0.53,0.56,东北,60.3,1,26.6,49,472,24,2024-07-18 14:30:00,628
ROOM2,0.65,0.53,0.56,东北,60.3,1,26.5,50,471,24,2024-07-18 15:00:00,636
ROOM2,0.65,0.53,0.56,东北,60.3,5,26.1,51,422,24,2024-07-18 15:30:00,634
ROOM2,0.65,0.53,0.56,东北,60.3,0,28.2,49,421,24,2024-07-18 19:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,28.4,50,428,24,2024-07-18 19:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,28.7,51,431,24,2024-07-18 20:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,28.9,52,433,24,2024-07-18 20:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,29.1,51,432,24,2024-07-18 21:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,29.5,58,436,24,2024-07-18 23:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,29.7,58,435,24,2024-07-19 00:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,29.8,58,437,24,2024-07-19 00:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,29.9,58,432,24,2024-07-19 01:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30,58,431,24,2024-07-19 02:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.3,59,437,24,2024-07-19 04:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.4,58,435,24,2024-07-19 04:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.5,58,435,24,2024-07-19 05:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.5,58,425,24,2024-07-19 06:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.5,59,428,24,2024-07-19 06:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.6,58,434,24,2024-07-19 07:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.8,57,432,24,2024-07-19 08:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,31,57,435,24,2024-07-19 08:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,1,29.2,55,440,24,2024-07-19 09:00:00,633
ROOM2,0.65,0.53,0.56,东北,60.3,3,28.5,50,433,24,2024-07-19 09:30:00,632
ROOM2,0.65,0.53,0.56,东北,60.3,2,27.8,51,428,24,2024-07-19 10:00:00,631
ROOM2,0.65,0.53,0.56,东北,60.3,3,26.9,51,426,24,2024-07-19 11:00:00,609
ROOM2,0.65,0.53,0.56,东北,60.3,7,26.4,50,413,24,2024-07-19 14:00:00,603
ROOM2,0.65,0.53,0.56,东北,60.3,6,26.2,50,413,24,2024-07-19 14:30:00,611
ROOM2,0.65,0.53,0.56,东北,60.3,6,26,51,403,24,2024-07-19 16:00:00,612
ROOM2,0.65,0.53,0.56,东北,60.3,0,28.9,50,424,24,2024-07-19 20:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,29.3,56,446,24,2024-07-19 22:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,29.4,57,445,24,2024-07-19 23:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,29.6,57,445,24,2024-07-20 00:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,29.9,60,439,24,2024-07-20 01:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30,62,434,24,2024-07-20 03:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.1,62,435,24,2024-07-20 03:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.2,63,433,24,2024-07-20 04:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.3,63,439,24,2024-07-20 05:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.4,63,443,24,2024-07-20 06:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.5,63,436,24,2024-07-20 06:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.8,59,442,24,2024-07-20 07:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,31.4,56,437,24,2024-07-20 09:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,32,57,445,24,2024-07-20 10:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,32.5,59,453,24,2024-07-20 11:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,32.6,61,445,24,2024-07-20 11:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,32.7,63,454,24,2024-07-20 12:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,32.8,64,455,24,2024-07-20 12:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,32.9,64,454,24,2024-07-20 13:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,33,64,454,24,2024-07-20 14:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,33,64,461,24,2024-07-20 15:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,33.1,64,452,24,2024-07-20 17:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,33,64,450,24,2024-07-20 19:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,33,61,454,24,2024-07-20 21:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,32.9,62,450,24,2024-07-20 21:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,32.9,65,451,24,2024-07-20 23:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,32.8,61,452,24,2024-07-21 02:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,32.8,62,444,24,2024-07-21 03:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,32.8,61,446,24,2024-07-21 03:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,32.8,63,449,24,2024-07-21 04:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,32.8,64,442,24,2024-07-21 05:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,33.6,62,455,24,2024-07-21 09:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,33.7,61,457,24,2024-07-21 10:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,33.9,60,474,24,2024-07-21 11:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,34,60,481,24,2024-07-21 12:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,34.1,60,476,24,2024-07-21 12:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,34.1,61,473,24,2024-07-21 13:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,34,59,476,24,2024-07-21 14:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,34.1,61,469,24,2024-07-21 15:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,34.1,61,469,24,2024-07-21 16:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,34,61,473,24,2024-07-21 17:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,33.8,59,469,24,2024-07-21 18:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,33.6,57,477,24,2024-07-21 19:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,33.6,58,459,24,2024-07-21 22:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,33.6,59,464,24,2024-07-21 23:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,33.6,59,455,24,2024-07-22 00:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,33.6,59,459,24,2024-07-22 00:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,33.6,60,463,24,2024-07-22 01:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,33.5,60,454,24,2024-07-22 01:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,33.6,60,458,24,2024-07-22 02:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,33.5,60,456,24,2024-07-22 03:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,33.5,61,452,24,2024-07-22 04:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,33.6,61,450,24,2024-07-22 05:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,33.6,60,452,24,2024-07-22 05:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,33.6,61,450,24,2024-07-22 06:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,33.6,60,449,24,2024-07-22 06:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,33.7,61,458,24,2024-07-22 08:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,4,30.7,47,443,24,2024-07-22 10:00:00,613
ROOM2,0.65,0.53,0.56,东北,60.3,7,29.9,47,441,24,2024-07-22 10:30:00,616
ROOM2,0.65,0.53,0.56,东北,60.3,3,29.5,47,440,24,2024-07-22 11:00:00,609
ROOM2,0.65,0.53,0.56,东北,60.3,2,28.7,48,426,24,2024-07-22 12:00:00,609
ROOM2,0.65,0.53,0.56,东北,60.3,3,28.1,48,427,24,2024-07-22 13:00:00,606
ROOM2,0.65,0.53,0.56,东北,60.3,4,27.9,48,427,24,2024-07-22 13:30:00,613
ROOM2,0.65,0.53,0.56,东北,60.3,6,27,49,419,24,2024-07-22 16:00:00,611
ROOM2,0.65,0.53,0.56,东北,60.3,1,26.8,50,407,24,2024-07-22 17:00:00,609
ROOM2,0.65,0.53,0.56,东北,60.3,2,26.8,50,426,24,2024-07-22 17:30:00,132.83
ROOM2,0.65,0.53,0.56,东北,60.3,0,28.1,49,410,24,2024-07-22 18:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,29,50,420,24,2024-07-22 19:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,29.8,52,436,24,2024-07-22 20:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30,54,434,24,2024-07-22 21:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.2,56,440,24,2024-07-22 22:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.4,55,442,24,2024-07-22 22:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.4,57,441,24,2024-07-22 23:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.7,56,440,24,2024-07-23 00:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.9,57,444,24,2024-07-23 02:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,31,56,440,24,2024-07-23 02:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,31,57,436,24,2024-07-23 03:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,31.2,57,442,24,2024-07-23 04:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,31.2,56,442,24,2024-07-23 04:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,31.3,55,443,24,2024-07-23 05:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,31.3,58,438,24,2024-07-23 06:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,31.4,58,442,24,2024-07-23 06:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,31.7,58,437,24,2024-07-23 07:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,31.9,58,441,24,2024-07-23 08:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,1,29.7,48,434,24,2024-07-23 09:30:00,614
ROOM2,0.65,0.53,0.56,东北,60.3,2,29.3,47,433,24,2024-07-23 10:00:00,611
ROOM2,0.65,0.53,0.56,东北,60.3,4,29,47,433,24,2024-07-23 11:00:00,609
ROOM2,0.65,0.53,0.56,东北,60.3,6,28.7,47,430,24,2024-07-23 11:30:00,608
ROOM2,0.65,0.53,0.56,东北,60.3,4,28.5,47,424,24,2024-07-23 12:00:00,603
ROOM2,0.65,0.53,0.56,东北,60.3,1,28.4,47,425,24,2024-07-23 12:30:00,602
ROOM2,0.65,0.53,0.56,东北,60.3,5,27.8,48,427,24,2024-07-23 13:00:00,597
ROOM2,0.65,0.53,0.56,东北,60.3,7,27.7,48,433,24,2024-07-23 14:30:00,585
ROOM2,0.65,0.53,0.56,东北,60.3,6,27.7,48,438,24,2024-07-23 15:00:00,592
ROOM2,0.65,0.53,0.56,东北,60.3,3,27.4,48,427,24,2024-07-23 16:00:00,591
ROOM2,0.65,0.53,0.56,东北,60.3,5,27.3,48,431,24,2024-07-23 16:30:00,588
ROOM2,0.65,0.53,0.56,东北,60.3,0,28.3,48,420,24,2024-07-23 18:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,29.8,51,431,24,2024-07-23 20:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30,53,432,24,2024-07-23 20:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.2,53,435,24,2024-07-23 21:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.3,56,438,24,2024-07-23 22:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.6,56,436,24,2024-07-24 00:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.7,57,436,24,2024-07-24 00:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.7,57,430,24,2024-07-24 01:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,30.9,55,433,24,2024-07-24 02:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,31,56,436,24,2024-07-24 03:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,31,58,439,24,2024-07-24 04:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,31.2,54,428,24,2024-07-24 05:30:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,31.3,54,432,24,2024-07-24 06:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,31.3,57,428,24,2024-07-24 07:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,3,31.7,57,442,24,2024-07-24 08:30:00,600
ROOM2,0.65,0.53,0.56,东北,60.3,3,30,51,436,24,2024-07-24 09:00:00,599
ROOM2,0.65,0.53,0.56,东北,60.3,6,28.5,47,433,24,2024-07-24 10:30:00,618
ROOM2,0.65,0.53,0.56,东北,60.3,4,28.2,47,424,24,2024-07-24 11:00:00,616
ROOM2,0.65,0.53,0.56,东北,60.3,7,27.6,48,415,24,2024-07-24 12:30:00,610
ROOM2,0.65,0.53,0.56,东北,60.3,4,27.3,47,421,24,2024-07-24 13:30:00,607
ROOM2,0.65,0.53,0.56,东北,60.3,7,26.9,48,405,24,2024-07-24 15:30:00,606
ROOM2,0.65,0.53,0.56,东北,60.3,3,26.8,49,411,24,2024-07-24 16:00:00,606
ROOM2,0.65,0.53,0.56,东北,60.3,1,26.6,49,400,24,2024-07-24 16:30:00,610
ROOM2,0.65,0.53,0.56,东北,60.3,5,26.8,49,451,24,2024-07-24 17:00:00,606
ROOM2,0.65,0.53,0.56,东北,60.3,6,26.9,49,468,24,2024-07-24 17:30:00,153.56
ROOM2,0.65,0.53,0.56,东北,60.3,0,28,49,441,24,2024-07-24 18:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,28,49,441,24,2024-07-24 19:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,28,49,441,24,2024-07-24 20:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,28,49,441,24,2024-07-24 21:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,28,49,441,24,2024-07-24 22:00:00,0
ROOM2,0.65,0.53,0.56,东北,60.3,0,28,49,441,24,2024-07-24 23:00:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,31.2,54,426,24,2024-07-03 00:00:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,31.3,54,420,29.69,2024-07-03 00:30:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,31.4,55,423,29.77,2024-07-03 01:00:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,31.5,57,420,29.92,2024-07-03 02:30:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,31.6,57,422,29.98,2024-07-03 03:00:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,31.7,58,414,30.09,2024-07-03 04:30:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,31.7,58,410,24,2024-07-03 05:00:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,31.8,58,417,30.16,2024-07-03 05:30:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,31.8,58,418,30.21,2024-07-03 06:00:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,32.1,56,422,30.36,2024-07-03 07:00:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,32.8,53,417,30.56,2024-07-03 07:30:00,0
ROOM3,0.65,0.53,0.56,北,68.92,1,31.1,44,409,28.93,2024-07-03 10:00:00,1056
ROOM3,0.65,0.53,0.56,北,68.92,5,29.6,45,413,27.88,2024-07-03 11:00:00,1057
ROOM3,0.65,0.53,0.56,北,68.92,6,29.2,46,408,27.53,2024-07-03 11:30:00,1059
ROOM3,0.65,0.53,0.56,北,68.92,4,28.7,47,405,27.08,2024-07-03 12:00:00,1056
ROOM3,0.65,0.53,0.56,北,68.92,1,27.4,49,425,26.15,2024-07-03 13:30:00,1058
ROOM3,0.65,0.53,0.56,北,68.92,5,27.2,49,422,25.98,2024-07-03 14:00:00,1057
ROOM3,0.65,0.53,0.56,北,68.92,3,26,51,416,25.18,2024-07-03 16:00:00,1065
ROOM3,0.65,0.53,0.56,北,68.92,1,25.8,51,417,24.99,2024-07-03 16:30:00,1064
ROOM3,0.65,0.53,0.56,北,68.92,7,25.7,52,415,24.77,2024-07-03 17:00:00,1062
ROOM3,0.65,0.53,0.56,北,68.92,0,28.1,48,409,26.7,2024-07-03 19:00:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,28.6,49,409,27.01,2024-07-03 19:30:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,28.9,49,410,27.41,2024-07-03 20:00:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,29.2,50,409,27.66,2024-07-03 20:30:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,29.5,50,415,27.9,2024-07-03 21:00:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,30.6,52,419,28.77,2024-07-03 23:30:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,30.8,53,415,29.02,2024-07-04 00:30:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,31,57,419,29.32,2024-07-04 02:30:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,31.2,55,413,29.37,2024-07-04 03:00:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,31.2,57,417,29.44,2024-07-04 03:30:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,31.3,58,416,29.61,2024-07-04 05:00:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,31.3,58,419,29.68,2024-07-04 05:30:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,31.4,58,411,29.74,2024-07-04 06:00:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,31.5,58,417,29.78,2024-07-04 06:30:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,31.5,58,416,24,2024-07-04 07:00:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,31.7,59,414,29.93,2024-07-04 08:00:00,0
ROOM3,0.65,0.53,0.56,北,68.92,2,32,56,421,30.02,2024-07-04 08:30:00,348
ROOM3,0.65,0.53,0.56,北,68.92,6,30.4,50,412,24,2024-07-04 09:00:00,712
ROOM3,0.65,0.53,0.56,北,68.92,7,29.7,48,406,24,2024-07-04 09:30:00,709
ROOM3,0.65,0.53,0.56,北,68.92,6,29.5,46,406,27.68,2024-07-04 10:00:00,1057
ROOM3,0.65,0.53,0.56,北,68.92,3,29.2,46,404,27.36,2024-07-04 10:30:00,1058
ROOM3,0.65,0.53,0.56,北,68.92,5,28.4,49,452,26.91,2024-07-04 11:30:00,1057
ROOM3,0.65,0.53,0.56,北,68.92,7,27.5,50,410,26.21,2024-07-04 13:00:00,1058
ROOM3,0.65,0.53,0.56,北,68.92,3,26.8,50,412,25.78,2024-07-04 14:00:00,1060
ROOM3,0.65,0.53,0.56,北,68.92,7,26.5,51,414,25.55,2024-07-04 15:00:00,1056
ROOM3,0.65,0.53,0.56,北,68.92,6,26.3,51,408,25.45,2024-07-04 15:30:00,1063
ROOM3,0.65,0.53,0.56,北,68.92,5,26.1,52,416,25.37,2024-07-04 16:00:00,1062
ROOM3,0.65,0.53,0.56,北,68.92,7,25.9,52,409,25.08,2024-07-04 16:30:00,1059
ROOM3,0.65,0.53,0.56,北,68.92,2,25.7,52,405,24.96,2024-07-04 17:00:00,1057
ROOM3,0.65,0.53,0.56,北,68.92,0,27.4,49,415,26.08,2024-07-04 18:00:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,29.4,49,469,27.75,2024-07-04 20:00:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,29.6,50,466,28.08,2024-07-04 20:30:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,30,51,455,28.49,2024-07-04 21:30:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,30.4,53,442,28.75,2024-07-04 23:00:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,30.6,54,436,28.9,2024-07-05 00:00:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,30.8,54,436,29.06,2024-07-05 01:00:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,30.9,55,435,29.13,2024-07-05 01:30:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,30.9,55,426,29.19,2024-07-05 02:00:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,31,56,432,29.31,2024-07-05 03:00:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,31.1,56,430,29.36,2024-07-05 03:30:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,31.2,57,424,24,2024-07-05 05:00:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,31.3,57,425,29.58,2024-07-05 05:30:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,31.3,57,431,29.63,2024-07-05 06:00:00,0
ROOM3,0.65,0.53,0.56,北,68.92,0,31.4,57,426,29.69,2024-07-05 06:30:00,0
ROOM3,0.65,0.53,0.56,北,68.92,2,30.3,51,417,28.61,2024-07-05 09:00:00,1060
ROOM3,0.65,0.53,0.56,北,68.92,4,29.8,47,411,27.93,2024-07-05 09:30:00,1059
ROOM3,0.65,0.53,0.56,北,68.92,3,28,48,417,26.62,2024-07-05 11:00:00,1057
ROOM3,0.65,0.53,0.56,北,68.92,3,27.8,48,411,26.75,2024-07-05 11:30:00,1056
ROOM3,0.65,0.53,0.56,北,68.92,1,27.6,49,412,26.56,2024-07-05 12:00:00,347
ROOM3,0.65,0.53,0.56,北,68.92,1,27.3,49,414,26.05,2024-07-05 12:30:00,347
ROOM3,0.65,0.53,0.56,北,68.92,3,27,49,412,25.84,2024-07-05 13:00:00,1058
ROOM3,0.65,0.53,0.56,北,68.92,1,26.5,49,406,25.49,2024-07-05 13:30:00,1057
